date,OT,LogRet,LogRet3,LogRet5,LogRet7,SMA3,SMA5,SMA7,EMA3,EMA5,EMA7,MACD,MACD_Signal,RSI,ETS,SARIMA
2021-01-28 00:00:00,0.025090070847817985,0.0950202595471698,-0.034289423389572346,0.057167938879420434,-0.01467867670382311,0.011137432594481507,0.008537082754395608,0.01174059769328727,0.031177076259226694,0.015859660113354632,0.00869440750055181,-0.008566046635134116,-0.01754010426777937,50.34304341690733,-0.019940082089869995,-0.042299419876358484
2021-01-29 00:00:00,-0.0013665573129015413,0.025090070847817985,0.0126875420679964,0.053773897801538996,0.03245885330843299,0.01741199505685953,0.01217692745361057,0.005562977603646675,0.02813357355352234,0.018936463691509083,0.012793323337368354,-0.006140771095184226,-0.015260237633260341,54.35177232205548,0.0067331601515002075,0.018043006989095917
2021-01-30 00:00:00,-0.034289423389572346,-0.0013665573129015413,0.057167938879420434,-0.01467867670382311,0.02898274128113115,0.039581257694028746,0.011427162263672195,0.009486989615270643,0.0133835081203104,0.01216879002337221,0.009253353174800881,-0.006281146396133484,-0.01346441938583497,54.07416531685023,0.012988139581530434,0.07352804629489075
2021-01-31 00:00:00,0.0126875420679964,-0.034289423389572346,0.053773897801538996,0.03245885330843299,-0.009276588183404773,-0.003521969951551971,0.0033160008936209406,0.0036040937950827115,-0.010452957634630973,-0.0033172811142759737,-0.0016323409662924258,-0.008945872528108684,-0.012560710014289713,47.215216269406255,0.010034105937102765,0.005521503144562952
2021-02-01 00:00:00,0.057167938879420434,0.0126875420679964,-0.01467867670382311,0.02898274128113115,0.17182056188812328,-0.0076561462114925006,0.01942837835210206,0.005076275713826434,0.0011172922166827132,0.0020176599464814837,0.0019476297922797806,-0.007184223420897344,-0.01148541269561124,49.89913314086724,-0.006680861033054309,-0.015481357530441154
2021-02-02 00:00:00,0.053773897801538996,0.057167938879420434,0.03245885330843299,-0.009276588183404773,0.0061426193854515,0.011855352519281492,0.011857914218552184,0.01234792648793165,0.029142615548051573,0.020401086257461135,0.015752707064064946,-0.002173848751704805,-0.009623099906829953,60.66769696503185,-0.010926104599600105,-0.0009445073933713015
2021-02-03 00:00:00,-0.01467867670382311,0.053773897801538996,0.02898274128113115,0.17182056188812328,-0.03420320342962812,0.041209792916318606,0.017594679609296386,0.029726246920209965,0.04145825667479529,0.031525356772153755,0.025258004748433458,0.0015056819572811953,-0.007397343534007723,68.44790970439296,0.01688254496052867,0.04476979566621266
2021-02-04 00:00:00,0.03245885330843299,-0.01467867670382311,-0.009276588183404773,0.0061426193854515,0.06446761605839371,0.03208771999237877,0.014932255731112074,0.01405497031292526,0.013389789985486088,0.01612401228016147,0.015273834385369316,-0.0010892578404627182,-0.006135726395298723,64.35945897100171,0.03390396994393585,0.07044922713164511
2021-02-05 00:00:00,0.02898274128113115,0.03245885330843299,0.17182056188812328,-0.03420320342962812,-0.008478464657924508,0.023851358135382954,0.02828191107071314,0.015107653521584547,0.02292432164695954,0.02156895928958531,0.019570089116135236,0.0006503416675869862,-0.0047785127827215815,69.10946599461393,0.024742045491447283,0.02893439472493064
2021-02-06 00:00:00,-0.009276588183404773,0.02898274128113115,0.0061426193854515,0.06446761605839371,-0.008441745251820123,0.015587639295247003,0.03154095091334009,0.01944326760644636,0.025953531464045346,0.024040219953433924,0.021923252157384214,0.001728567768096585,-0.0034770966725579484,72.94085489596553,0.029076390542630316,0.00890061147421805
2021-02-07 00:00:00,0.17182056188812328,-0.009276588183404773,-0.03420320342962812,-0.008478464657924508,0.033643879906238475,0.017388335468719786,0.018252045500775048,0.023016529778756012,0.008338471640320286,0.01293461724115436,0.014123292072186967,-0.0004983932530978671,-0.0028813559886659325,69.71589125625727,0.03259813136142921,0.040185750377634166
2021-02-08 00:00:00,0.0061426193854515,0.17182056188812328,0.06446761605839371,-0.008441745251820123,-0.015978235928812496,0.06384223832861655,0.041861378318091905,0.04574981832448843,0.09007951676422178,0.06589659879014399,0.05354760952617105,0.01220901271324602,0.00013671775171645797,85.05348431384297,0.022162274150555633,0.01084076074748545
2021-02-09 00:00:00,-0.03420320342962812,0.0061426193854515,-0.008478464657924508,0.033643879906238475,0.0258352607407487,0.056228864363389995,0.04602563753594682,0.03846048696820715,0.048111068074836644,0.0459786056552465,0.04169636199099116,0.008809349464860762,0.0018712440943453189,85.38677686781062,0.06322884331560075,0.06505428546469576
2021-02-10 00:00:00,0.06446761605839371,-0.03420320342962812,-0.008441745251820123,-0.015978235928812496,0.058214152169521576,0.047919992614648875,0.032693226188334604,0.025892329649468988,0.006953932322604262,0.019251335960288298,0.02272147063583634,0.002826933994810564,0.002062382074438368,74.81682061637869,0.036296766475944334,0.12279003897253546
2021-02-11 00:00:00,-0.008478464657924508,0.06446761605839371,0.033643879906238475,0.0258352607407487,-0.009038226589304248,0.012135677338072354,0.03979020114378712,0.03719894290121425,0.035710774190498985,0.034323429326323436,0.03315800699147568,0.005978817058689665,0.0028456690712886277,80.22301108268125,0.032022231775680324,-0.03253970218143166
2021-02-12 00:00:00,-0.008441745251820123,-0.008478464657924508,-0.015978235928812496,0.058214152169521576,0.07828513543693166,0.007261982656947019,0.039949825848883166,0.03135075462030604,0.013616154766287239,0.020056131331574124,0.022748889079125634,0.0025610458742881953,0.0027887444318885415,77.62297970089432,0.03948167619739268,0.01351492085175323
